package_id,package_index,volume,source_file,start_page,end_page,tire_key,matched_tire_no,mapping_confidence,mapping_basis,alignment_score,tire_no_raw,size_raw,manufacturer_raw,brand_raw,construction_raw,load_range_raw,max_load_lb_raw,max_infl_psi_raw,aspect_ratio_raw,tra_rim_width_raw,shore_hardness_raw,run_no_raw,road_speed_mph_raw,water_depth_mil_raw,cold_infl_psi_raw,design_load_lb_raw,rim_width_in_raw,groove_depth_pct_raw,master_size,master_manufacturer,master_brand,master_construction,package_source_evidence_class,master_mapping_evidence_class
V03-P009,1,3,PB263442(1).pdf,9,16,TIRF-008,8,HIGH,sequence + strong metadata,93.02,006,"18 \,-- Gt -\~",DU,GOLD 5EAL ::<5 PATROL,BB '1,B,lG20,3'2.,7C::>.5,",,- 5.50 1.",") ( - 48.C;,",0'2.3 17.'2..\,~O,--,2.4-,B,"5,50",100,G78-15,Dunlop,Gold Seal RS Patrol,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P017,2,3,PB263442(1).pdf,17,24,TIRF-010,10,MEDIUM,sequence + partial metadata,47.15,0\0,lO - \4- 1=,"r'V """" I",".... TREAO ""'UST"":JM ... VJ 1:JE. ~",", BB",B,\500,32-,11.4,-.- ~ ~O,,39'2... 14G:>1,"SO "" ~ """,--,24,B,5.50,':. 100 :;:,F70-14,Goodyear,Custom Wide Tread Polyglas,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P025,3,3,PB263442(1).pdf,25,32,TIRF-011,11,HIGH,exact OCR tire number + sequence/metadata,150.48,011,lB-!4 F,-Gl',CUSTOM POWER,8S,,ISOO,"...,- ~,r:",(a.a,5.S0,( ) . '59.8,"! 4"" . 5,89 i . .:' ...,.","SO , > •• • - - ~",-,24,,5.50,100,F78-14,Goodyear,Custom Power Cushion Polyglas,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P033,4,3,PB263442(1).pdf,33,44,TIRF-014,14,HIGH,exact OCR tire number + sequence/metadata,146.18,014,G 75-\4,,DE.LUXE. Cr-\AMP\ON,58,B,\~'2.0,- ..... ~'/,15.9,G~OO,( ) . 59. B,"I;·' n 045 1'.: I -,. ( ...•.. ,","BO "" ~",-,2..4-,B,~.OO,100,G78-14,Firestone,Del9Xe Champion Belted Sup-R-Belt,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P045,5,3,PB263442(1).pdf,45,66,TIRF-017,17,MEDIUM,sequence + partial metadata,77.09,0\7,G lB - '14-,BFG.,TRAILMAKER SILVERTOVvN,BeE,B,\CO~(),'5'2.,".- .., 3 c, '",i ':0.00,"I ( ) , ::= 1::. ~ ."" filii .. ', ....",·..)41 1'2.25,"- SO , ,",--,2.4,B,~.JO,100,G78-14,BF Goodrich,Silvertown Trailmaker Belted,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P067,6,3,PB263442(1).pdf,67,98,TIRF-021,21,HIGH,sequence + strong metadata,137.77,O~!,H 78-15,UN,ZETA 25M BELTE.D,BB,B,ll/O,~2.,15.7,"I (D,OO",,"OlB IZc,S !",. . ' ~ ~O I,-,24,B,"c,.00",100,H78-15,Uniroyal,Zeta Z5M Belted,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P099,7,3,PB263442(1).pdf,99,106,TIRF-025,25,HIGH,exact OCR tire number + sequence/metadata,156.11,0'2.5,H 1B-\S,DU,SPORT QOLD~c.AL,,", B","\1,0",~'2..,/5.7,i CD.OO,I ( ) S(D.O,,~. ~ ~ ~O I,-,2.4,", B",(Q.OO,100,H78-15,Dunlop,"Goldseal Sport Belted ""78.""",Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P107,8,3,PB263442(1).pdf,107,114,TIRF-026,26,HIGH,exact OCR tire number + sequence/metadata,170.5,0'26,-0 75- IS,"DU """,78 SPORT GOLD5EAL,DU BB,B,\BCeO,5'2. NOTATIONS,7G.G GT,OY G.OO i I,"I KS ( ) 51.""2-",1303 \ OG:> B,SO BB,R ---.-,2..4- F,B,cP.OO N,100 P .i;,J78-15,Dunlop,Goldseal 78 Sport Belted,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P115,9,3,PB263442(1).pdf,115,122,TIRF-027,27,HIGH,exact OCR tire number + sequence/metadata,174.59,'C' 0'2.7,L7S-IS,DU,GOLC5eAL 78 !;PORT,I DU 8B I,B,1910,52 NOTATIONS,78.4 i,"I cD.OO I , ;","KS i ( ) ,",j3Sec. I 'Z. t B,BB ~O,-- R,2.4- F,B,"G,CO N",100 P,L78-15,Dunlop,Golds~al 78 Sport Belted,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P123,10,3,PB263442(1).pdf,123,131,TIRF-028,28,HIGH,sequence + strong metadata,91.5,0'2.. S,GIS-IS,DU,cw \4-4- ':';\ L'e.}..JT TRACTION,BB,B,"IC,20",3'2.,7~.S,5.50,,I'L'l; 0'2..1,.~ ~O,--,24,B,5.50,100,G78-15,Dunlop,CW 144Silen Traction Belted,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P132,11,3,PB263442(1).pdf,132,147,TIRF-029,29,MEDIUM,sequence + partial metadata,40.0,,,,STE.EL~A.RD ~AD\AL-,DU,,,NOTATIONS,,GY,"! KS ) ( ,",1 '2.Bi B,~ BB,R,F,,N,p,BR70-13,Goodyear,Custom Steelgard Radial,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P148,12,3,PB263442(1).pdf,148,155,TIRF-030,30,MEDIUM,sequence + partial metadata,42.92,,7B- \4,,RA.OIA.L 5TE.ELGA~D,"DU I , I",,,NOTATIONS,", GT I",", GY ,",", i KS ( )","141e, B",BB,R,F,,,P,DR78-14,Goodyear,Custom Steelgard Radial,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P156,13,3,PB263442(1).pdf,156,163,TIRF-031,31,MEDIUM,sequence + partial metadata,71.72,,78-14-,,":,T E.E.LGt A D l< RADiAL",DU,,,NOTATIONS,GT,", GY ,","KS I ( ) ,",i'2.92- I,... - p ~ BB,R,F,,N,- P ......,DR78-14,Goodyear,Custom Steelgard Radial,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P164,14,3,PB263442(1).pdf,164,171,TIRF-032,32,LOW,sequence-dominant; weak OCR,17.84,,,,RADiA.L STf.E:LGtA I<D,DU,,,NOTATIONS,f' GT,N,l KS ( !,/'2. s; B,BB I,R,F,,,p,ER78-14,Goodyear,Custom Steelgard Radial,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P172,15,3,PB263442(1).pdf,172,187,TIRF-033,33,MEDIUM,sequence + partial metadata,60.78,,1B-\4-,,STEELGARD,DU,,-,"NOTATIONS -."".","GT ,-",N,KS ( 8 ) !,/26>4 B - ......,".- ~ BE I . --, -",R,"F .... "",,-, ~",,,"P - .. "". , .,-, , ~",GR78-14,Goodyear,Custom Steelgard Radial,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P188,16,3,PB263442(1).pdf,188,195,TIRF-036,36,LOW,sequence-dominant; weak OCR,34.15,,"-,o-\S",,"""ro 51E E.LGt ARD t-/I ~",DU,,0,NOTATIONS,GT,GY I !,"_u ......... I KS ( ) , ,. r.",i'2.S8,"."" .- ~ BB",R,F,,N,P,GR70-15,Goodyear,Custom Steelgard Radial 2P+2S+1N,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P196,17,3,PB263442(1).pdf,196,203,TIRF-037,37,LOW,sequence-dominant; weak OCR,10.0,,"-,0 -\ S",,,,,,NOTATIONS,GT,"GY .. . ."" "" ,","'KS 1, ( 1",",.., - ,-. r "" .t:>:"", i L • .';","' BB I .. ,","R '""",F,,"-..... "" N ,:,.. n' "" o·","P --.,. ,': ,"".-. ,- "".,'"", "".ii'-",HR70-15,Goodyear,Custom Steelgard Radial 2P+2S+1N,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P204,18,3,PB263442(1).pdf,204,211,TIRF-038,38,LOW,sequence-dominant; weak OCR,26.67,,78-\5,,,DU,",",,NOTATIONS,GT,GY j,KS ( ) 1,1'2.29 B :,BB I,- R,F,",",N,P,GR78-15,Goodyear,Custom Steelgard Radial 2P+2S+1N,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P212,19,3,PB263442(1).pdf,212,219,TIRF-039,39,MEDIUM,sequence + partial metadata,75.95,,7&-15,,STEELG.ARD RA.DIAL,"DU I ,",,,NOTATIONS,i GT,OY,"KS , 8 ( )",1!-~3 B,.. ° BB,P,F,,N,,HR78-15,Goodyear,Custom Steelgard Radial 2P+2S+1N,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P220,20,3,PB263442(1).pdf,220,227,TIRF-040,40,MEDIUM,sequence + partial metadata,41.14,,18-iS,,STE.E.L~ARD,DU I I,,,NOTATIONS,GT,I GY I I,I KS ( ),1304 B,BB,R,F,,N,P,JR78-15,Goodyear,Custom Steelgard Radial 2P+2S+1N,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P228,21,3,PB263442(1).pdf,228,235,TIRF-041,41,MEDIUM,sequence + partial metadata,48.44,,1B-15,,5TE:.ElGARD,DU,,,NOTATIONS,GT,GY,KS ( B ),SE,",. SO .M •• ••• _ -~ .~ ~ BB",R,F,,SO N,P,LR78-15,Goodyear,Custom Steelgard Radial 2P+2S+1N,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P236,22,3,PB263442(1).pdf,236,243,TIRF-042,42,MEDIUM,sequence + partial metadata,44.47,,18-15,,ITE. STEr::.L,DU,",",,. NOTATIONS,G'r,GY i,KS I ( ) I,SE,BB I,R,F,",",N,P,! GR78-15,Goodyear,Suburbanite Steel Belted Radial 2P+2SI2P,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P244,23,3,PB263442(1).pdf,244,251,TIRF-043,43,MEDIUM,sequence + partial metadata,41.67,,;8-15,,"BEL \TE S1""EE.L","DU I , ~",,,,G1' !,", GY","KS ( ) ,",I2.Co9,""" "" BB",P,F,,,,HR78-15,Goodyear,Suburbanite Steel Belted Radial 2P+2S/2P,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P252,24,3,PB263442(1).pdf,252,259,TIRF-044,44,MEDIUM,sequence + partial metadata,42.86,,10- 14-,,RADIAL 5TEE:.L TE,DU,,,,GT,GY,i KS ( ),"j'2.9C, B",", ~ BB",R,F,,N,P,FR70-14 :,Dunlop,Elite Steel Radial 2R+2S/2R,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P260,25,3,PB263442(1).pdf,260,267,TIRF-045,45,MEDIUM,sequence + partial metadata,65.33,,70- 14,,5TE EL RADIAL,DU,,,NOTATIONS,GT,GY i i,"I KS ( ) • G,",S4 1'2.. B,BB,R,F,,N,P,GR70-14,Dunlop,Elite Steel Radial 2R+2S/ZR,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P268,26,3,PB263442(1).pdf,268,275,TIRF-048,48,LOW,sequence-dominant; weak OCR,21.82,,"5R IS """,G 'F,,DU I !,,'~NOTATIONS,,,: GY I I,s ( ) KS j .. .,1~14 B,", BB",R,F,,N - '. ;,"6<' P ""'~;+"",",155 SR13,BF Goodrich,GT 100 6R/2R,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P276,27,3,PB263442(1).pdf,276,283,TIRF-049,49,LOW,sequence-dominant; weak OCR,29.09,,5R 13,,,DU,,,"NOTATIONS ,",i GT I,I GY,"i KS ( ) I , ~",":-::2,,""- B 1 ~.""'..;.i.",BE,R,F,,,P,165 SR13,BF Goodrich,GT 100 6R/2R,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P284,28,3,PB263442(1).pdf,284,299,TIRF-050,50,LOW,sequence-dominant; weak OCR,0.0,,,,,I DU,,,NOTATIONS,GT,I. GY,I KS ( ) I i,"I Be;, '2..","_. , BB I",R •.,NOTATIONS,,,,175 SR13,BF Goodrich,GT 100 6R/2R,Radial Ply,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P300,29,3,PB263442(1).pdf,300,315,TIRF-052,52,LOW,sequence-dominant; weak OCR,30.0,,COO-\4,,G.T,DU,,,'2.. NOTATIONS,0 GT,GY I,KS ( ) I,1'2..3» B,"- • _0 ..... , BB .",R,F,,N,P ~ c·;\~ ... --,F60-14,Goodyear,Polyglas GT 2P+2F/2P,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P316,30,3,PB263442(1).pdf,316,323,TIRF-054,54,LOW,sequence-dominant; weak OCR,12.22,,,,GT,DU,,,NOTATIONS,GT,GY,KS ( ),j4~ B,BB I,R,F,,N,P,G60-15,Goodyear,Polyglas GT 2P+ZF/ZP,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P324,31,3,PB263442(1).pdf,324,331,TIRF-055,55,HIGH,exact OCR tire number + sequence/metadata,169.02,05'5,A. lO-I~,GY,TREAD WICE CU~TOM,I DU BB I,B,IO~O,0'2. NOTATIONS,1°'?. GT,GY 5.00,I KS ( ) 5(0.8,oe'2 11-19 B,.' BB ~O I,--- R,2.4 F,B,5.00 N,100 P,A70-13,Goodyear,Custom Wide Tread Polyglas 2P+2F/ZP,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P332,32,3,PB263442(1).pdf,332,339,TIRF-056,56,LOW,sequence-dominant; weak OCR,31.67,,\4,,"RE..AO ""T \All DE. POL",DU I,,,NOTATIONS,GT,GY,i KS KELLY () ;,1415 B BIAS,BB BIAS .-- I,R RADIAL,F FIBERGLAS,,NYLON N,P POLYESTER,D70-14,Goodyear,Custom Wide Tread Polyglas 2P+ZF/ZP..,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P340,33,3,PB263442(1).pdf,340,347,TIRF-057,57,LOW,sequence-dominant; weak OCR,36.05,,,,WIDE. TREAD,DU,,NOTATIONS,,GT,GY,i KS ) (,1410 B,", "" BB",R,F,,N,P,E70-14,Goodyear,Custom Wide Tread Polyglas ZP+2F/2P,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P348,34,3,PB263442(1).pdf,348,355,TIRF-058,58,LOW,sequence-dominant; weak OCR,22.86,,14,,,,,,,,GY GOODYEAR,KS KELLY ) (,,,,NOTATIONS,,,,G70-14,Goodyear,Custom Wide Tread Polyglas,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P356,35,3,PB263442(1).pdf,356,363,TIRF-059,59,LOW,sequence-dominant; weak OCR,30.25,,,,"7READ 'WiDE POLYG,LA.5",DU DUNLOP I,,,,: GT GENERAL i',GY GOODYEAR,KS KELLY ),SE SEARS,BE BIAS,P POLYESTER,:FIBERGLAS F,,,,G70-15,Goodyear,Custom Wide Tread Polyglas,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P364,36,3,PB263442(1).pdf,364,371,TIRF-060,60,MEDIUM,sequence + partial metadata,63.95,0.:00,"1B A -,~",GY,"CU,:)'H ~USTOM P~WER.",,B,lO~J,,i 5 GT ;,4.S:) GY,KS ( ) 5i.B,,?>O BB,P,"- ,..,.. -. NOTATIONS -- -'",B,,,A78-13,Goodyear,Custom Power Cushion Polyglas,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P372,37,3,PB263442(1).pdf,372,379,TIRF-061,61,LOW,sequence-dominant; weak OCR,24.44,,,,t:(')WER. C.US\--1tO~,DU i,,,... NOTATIONS,GT,", GY",: I KS ( ),SE,BB,P,F,,,,C78-14,Goodyear,Custom Power Cushion Polyglas,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P380,38,3,PB263442(1).pdf,380,387,TIRF-062,62,LOW,sequence-dominant; weak OCR,30.56,"'2. G:,",,,•. POWE.R CU~H\ON,DU I i I :,,,NOTATIONS,i i GT I,I GY I,"KS ( 0.4 ) I I ,",14 -19 B,- - 30 BB,P,2.4 F,,N,,D78-14,Goodyear,Custom Power Cushion Polyglas,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P388,39,3,PB263442(1).pdf,388,395,TIRF-063,63,LOW,sequence-dominant; weak OCR,19.74,,,,POWER CU5\.110t-J,I DU,,,NOTATIONS,GT,GY i,KS ( ) 1 I,!4:1 . B,BB. I,R,F,,N,P,E78-14,Goodyear,Custom Power Cushion Polyglas,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P396,40,3,PB263442(1).pdf,396,403,TIRF-064,64,LOW,sequence-dominant; weak OCR,31.17,,- \4,,PO'NcR IOr-..l CU~~,DU !,,,NOTATIONS,i i GT I,"I GY , ; ,","KS I ( ) ,",. '2.CPi' B,.' BB,R,F,,N,p,H78-14,Goodyear,Custom Power Cushion Polyglas,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P404,41,3,PB263442(1).pdf,404,411,TIRF-065,65,MEDIUM,sequence + partial metadata,46.76,,1B-\4-,,CUSH ION POWE..R,"i DU , i",,,NOTATIONS,I I GT,"1 GY i , i","KS ( ) """"",301 B 1,BB,R,F,,N,P,F78-14,Goodyear,"Cu.,tom Power Cushion Polyglas",Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P412,42,3,PB263442(1).pdf,412,419,TIRF-066,66,LOW,sequence-dominant; weak OCR,18.33,,,,F(J'./.J=R CU5H\ON.,DU,,,NOTATIONS,,I GY I .~) I,i KS ( ),I I L.~ ~;. B,"'"" BB",R,F,,N,P,G78-15,Goodyear,Custom Power Cushion Polyglas,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P420,43,3,PB263442(1).pdf,420,427,TIRF-067,67,LOW,sequence-dominant; weak OCR,29.17,,I<~~~::I,. ';,",,- ': ........ ! :: U S TO H ~';-: ~-./, ... ~",,,"-. '-"". i ___ 1 ~",r NOTATIONS ~-,,GY,"KS ( ) i , -,""",",... """"'! : .:.. i I B",", BB ~.",R,r NOTATIONS ~-,,N .:; •. :.',P,H78-15,Goodyear,Custom Power Cushion Polyglas,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P428,44,3,PB263442(1).pdf,428,435,TIRF-069,69,MEDIUM,sequence + partial metadata,53.39,,18-15,,R. CtJSH PD'v'.lc,"DU : ,",,"~,)","- , NOTATIONS",GT,: GY,KS ( ),SE,""" BB",P,F,,.. .;l::;J N,,L78-15,Goodyear,Custom Power Cushion Polyglas,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P436,45,3,PB263442(1).pdf,436,443,TIRF-070,70,LOW,sequence-dominant; weak OCR,15.5,,B- \5,,": .... -: '-' . .. ;:.:. r?~~""' ~ /~. ~-: ~'.: ~",DU,,!,NOTATIONS,", GT",GY,KS ( ) 0,I~S3 B,BB,R,F,,N,P,L84-15,Goodyear,Custom Power Cushion Polyglas,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P444,46,3,PB263442(1).pdf,444,451,TIRF-071,71,LOW,sequence-dominant; weak OCR,17.6,,,,"Po"",,, (:-K. ::t)SI-4LON",DU,,NOTATIONS,,GT,GY,"I KS ( ) ,",13:0-:> ' B,""" ~ BB I",R,F,,N,P,D78-14,Goodyear,Custom Polysteel,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P452,47,3,PB263442(1).pdf,452,459,TIRF-072,72,LOW,sequence-dominant; weak OCR,11.0,I,,,"::..--:- t-J, r':J:-""~( ~·-:-t:",DU,,NOTATIONS,,,GY I I,KS ( ) ! I ..p I,"! 'J _ J --S I .;.,- B",BB,R,F,,N,P,E78-14,Goodyear,Custom Polysteel,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P460,48,3,PB263442(1).pdf,460,467,TIRF-073,73,MEDIUM,sequence + partial metadata,40.54,'2,15- t4,,pOL'I'Sn L E:,DU !,",",,NOTATIONS,I I GT,GY I i,I KS ( ),"1 .- A.""l . r,: B",". "" BB I",R,F,",",N,P,F78-14,Goodyear,Custom Polysteel Belted,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P468,49,3,PB263442(1).pdf,468,475,TIRF-074,74,LOW,sequence-dominant; weak OCR,27.5,,,,BE. L PO~-Y~Te.E,DU,,NOTATIONS,,I B GT,GY I I,I KS ( ),I '2. 99 B,-- ~ BB,R,"F ..,.,.. m> •",,N,P,G78-14,Goodyear,Custom Polysteel,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V03-P476,50,3,PB263442(1).pdf,476,484,TIRF-075,75,LOW,sequence-dominant; weak OCR,26.67,,\4-,,"t- ""5'ic So F'OL..'-( f,1I,",DU DUNLOP,,,NOTATIONS,GT GENERAL,GY GOODYEAR,i KS KELLY ( ),IZ~4 B BIAS,". ' BB BIAS ,",R RADIAL,F FIBERGLAS,,NYLON N,- P POLYESTER,H78-14,Goodyear,Custom Polysteel Belted,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V04-P017,51,4,PB263443(1).pdf,17,24,TIRF-076,76,LOW,sequence-dominant; weak OCR,32.46,",,:)l~",le-IS ~,u.'(,"POL Y'5Te c.,U5.""TOM",6!:>,B,1 CD '2..0,"~,.,",.s ltD,5 .. S;0,( ) 51.0,"1'2..~'2, 03'",. 30,-,24,B,5.So,100,G78-15,Goodyear,Custom Polysteel,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V04-P025,52,4,PB263443(1).pdf,25,32,TIRF-078,78,LOW,sequence-dominant; weak OCR,36.37,011,18-t5 H,~'-(,"PCLysre.,i:t- CU~'O~",66,{3,1110,!l2,",5./",~.O(),( ) ·SB.8,"O,B 1'2.1 'Z.",-- - . ~ ~O,--,24,{3,'=>.00,100,J78-15,Goodyear,Custom Polysteel,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V04-P033,53,4,PB263443(1).pdf,33,40,TIRF-079,79,HIGH,sequence + strong metadata,97.33,OlE>,J 18-15,GY,cu'$To tvl PC)Ly~TE.E..L,5f5,~,\B~O,!>2,"iCb.<;""",i <0.00,"I ( ) . 5B,8 I",f 300 lO~,". - - . ~, , ~O",-,2.4,~,~.OO,100,L78-15,Goodyear,Custom Polysteel,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V04-P041,54,4,PB263443(1).pdf,41,56,TIRF-080,80,MEDIUM,sequence + partial metadata,63.62,"0""19",lS-\S L.,"c;,y",. POL~'STE.e:: CL)~TO~,BB,&,19lo,~'2..,,I CO.OO,( ) 51 .. Cc:.,1~~9 .... -..- .. \ \'5,- ~O,--,2.4,&,~.CO,100,L84-15,Goodyear,Custom Polysteel,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V04-P057,55,4,PB263443(1).pdf,57,88,TIRF-081,81,MEDIUM,sequence + partial metadata,70.28,08\,14 Gt (~-,K!:),"G!p ClTA""\lON",B6,6,20 ~Gt,31.,15.9,C::O.OO,( ) 57.0,"; 'L~7 0""50",.- . . 30,--,24,6,~.OO,100,G78-l4,Kelly-Springfield,Citation G Ip,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V04-P089,56,4,PB263443(1).pdf,89,96,TIRF-085,85,MEDIUM,sequence + partial metadata,62.28,OB-b,"(4- H e, - 1",KS,NYLON CE:.Le6~.\T'{,"Be, ,--",~,IllO,~'Z.,"-I ,::, s: <:0 . '",",:::>0 ~.",( ) ~2.o,12.1 ~ 00'9,~O,--,24-,~,~.OO,100,G78-l4,Kelly-Springfield,Celebrity Nylon Belted,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V04-P097,57,4,PB263443(1).pdf,97,104,TIRF-088,88,MEDIUM,sequence + partial metadata,73.67,:>b8,H 15-\6,"K""S",6?!;TY CE.L5. '(LOt-.! ~,Be,5,"\""1 (0",3'Z.,"7&,5",~.oo,( ) 51.0,< 1'2.14 019,- ~O,"- r ,",24,5,'. ~.OO,100,H78-l5,Kelly-Springfield,Celebrity Nylon Belted,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V04-P105,58,4,PB263443(1).pdf,105,112,TIRF-089,89,MEDIUM,sequence + partial metadata,44.44,OB9,:J 1 B-~S,1<'5,"eRI-rY c:eLE ~\yLO""-l",ee,,"! e,(pO",32-,.- 7co.~,"G,oo",( ) 5~_4,13c/7 1[0,SO ~..,-,24,,~.OO,100,J78-l5,Kelly-Springfield,Celebrity Nylon Belted,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V04-P113,59,4,PB263443(1).pdf,113,120,TIRF-091,91,LOW,sequence-dominant; weak OCR,38.93,09\,\4 ~ ~D-,atJ,"e 6./T QUA,L\ F\e:",- BE>,B,'~20,31-,51.8,"1,00",( ) '51 :2-,"t .., 1"" • 0<04- I~'-Dt",' 30,-,24,B,/.00,100,G60-l4,Dunlop,G/T Qualifier Belted 60,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V04-P121,60,4,PB263443(1).pdf,121,128,TIRF-092,92,HIGH,sequence + strong metadata,114.46,OSz.,G. ~O-15,DU,"6/T QUAL\ FIEg,",BB,J:2! v,\c::'2o,32..,5'=-.9,1.00,( ) '=-0.2>,jZCDZ 044-,. o· 0- • ~O,--,24,J:2! v,"1,00",100,G60-l5,Dunlop,G/T Qualifier,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V04-P129,61,4,PB263443(1).pdf,129,136,TIRF-093,93,HIGH,exact OCR tire number + sequence/metadata,197.5,093,E. 10-l4-,DU,"~/T QUAL\ F\Eg,",BB,6,1400,32-,10.8,"5.$""0",( ) 52.0,1295 09E>,-- - ~O,100,24,6,5.50,,E70-l4,Dunlop,G I T Qualifier,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V04-P137,62,4,PB263443(1).pdf,137,144,TIRF-094,94,HIGH,exact OCR tire number + sequence/metadata,160.67,094-,",0- F 14",au,G./T QUALVF \E~,\3B,B,1500,~'Z,11.4,50 5 ..,,I lao '2.91,- 50,--,24,B,5 . .$0,100,F70-l4,Dunlop,G/T Qualifier,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V04-P145,63,4,PB263443(1).pdf,145,152,TIRF-095,95,HIGH,exact OCR tire number + sequence/metadata,174.26,095,to-l4. ~,DU,G./T QUAI- \ F \e.~,,B,\(02.0,""";2,- -~",11.0,<:0.00,( ) 52.0,14~Z. '377,. ?>O,--,24,B,~.OO,100,G70-l4,Dunlop,"G/T Qualifier Belted ""70""",Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
V04-P153,64,4,PB263443(1).pdf,153,160,TIRF-096,96,MEDIUM,sequence + partial metadata,73.92,090,A 10-13,DU,0 E:. WI S/'5 -r~~C~,B5,e,"loG::,O",31..,-'~-1 70.'2.,5.00,"( ) 52,e",I 'LBo 063,~O,--,2.4,e,5.00,100,A70-13,Dunlop,sIs Wide Track Belted,Bias Belted,DIRECT PRIMARY,DERIVED / RECONSTRUCTED
